ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10704555,HZ460500,10/04/2016 04:00:00 AM,052XX S MEADE AVE,0810,THEFT,OVER $500,APARTMENT,false,false,0811,008,23,56,06,1136593,1869150,2016,10/11/2016 03:51:41 PM,41.797103279,-87.774635226,"(41.797103279, -87.774635226)"
10704493,HZ460576,10/04/2016 04:00:00 AM,039XX W MONROE ST,0810,THEFT,OVER $500,ALLEY,false,false,1122,011,28,26,06,1150117,1899370,2016,10/11/2016 03:51:41 PM,41.879779001,-87.724254458,"(41.879779001, -87.724254458)"
10704360,HZ460385,10/04/2016 04:00:00 AM,099XX S PARNELL AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,2232,022,9,73,07,1174382,1839023,2016,10/11/2016 03:51:41 PM,41.713673554,-87.636952155,"(41.713673554, -87.636952155)"
10704259,HZ460345,10/04/2016 04:00:00 AM,026XX W HIRSCH ST,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,1423,014,26,24,06,1158571,1909210,2016,10/11/2016 03:51:41 PM,41.906611994,-87.692942749,"(41.906611994, -87.692942749)"
10712488,HZ470209,10/04/2016 04:10:00 AM,019XX N WOLCOTT AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1434,014,32,22,06,1163382,1912909,2016,10/13/2016 03:44:32 PM,41.916662388,-87.675165765,"(41.916662388, -87.675165765)"
10704172,HZ460217,10/04/2016 04:15:00 AM,047XX W VAN BUREN ST,1020,ARSON,BY FIRE,RESIDENCE,false,false,1131,011,24,25,09,1144897,1897607,2016,10/11/2016 03:51:41 PM,41.875041173,-87.743466273,"(41.875041173, -87.743466273)"
10704149,HZ460216,10/04/2016 04:30:00 AM,087XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,false,false,0632,006,6,44,14,1177810,1847135,2016,10/11/2016 03:51:41 PM,41.735857166,-87.624152861,"(41.735857166, -87.624152861)"
10704152,HZ460219,10/04/2016 04:45:00 AM,011XX N CLARK ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,1824,018,42,8,06,1175324,1908199,2016,10/11/2016 03:51:41 PM,41.903478069,-87.631433102,"(41.903478069, -87.631433102)"
10704242,HZ460223,10/04/2016 04:49:00 AM,0000X W VAN BUREN ST,1330,CRIMINAL TRESPASS,TO LAND,CTA STATION,true,false,0113,001,2,32,26,1176234,1898525,2016,10/11/2016 03:51:41 PM,41.876911622,-87.628382448,"(41.876911622, -87.628382448)"
10705270,HZ460228,10/04/2016 04:55:00 AM,005XX W VAN BUREN ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,false,false,0121,001,2,28,08B,1173159,1898448,2016,10/11/2016 03:51:41 PM,41.876769079,-87.639675097,"(41.876769079, -87.639675097)"
10705087,HZ460226,10/04/2016 05:00:00 AM,012XX N LAKE SHORE DR,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,PARK PROPERTY,false,false,1824,018,43,8,08A,1177062,1908487,2016,10/11/2016 03:51:41 PM,41.904229154,-87.625040385,"(41.904229154, -87.625040385)"
10704802,HZ461031,10/04/2016 05:00:00 AM,072XX S MOZART ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0831,008,18,66,05,1158625,1856524,2016,10/11/2016 03:51:41 PM,41.762034377,-87.694184423,"(41.762034377, -87.694184423)"
10704521,HZ460606,10/04/2016 05:00:00 AM,005XX W DIVERSEY PKWY,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,1935,019,43,7,14,1172086,1918872,2016,10/11/2016 03:51:41 PM,41.932837379,-87.64301131,"(41.932837379, -87.64301131)"
10704162,HZ460234,10/04/2016 05:00:00 AM,025XX N ELSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,1432,014,1,22,14,1161467,1917112,2016,10/11/2016 03:51:41 PM,41.928235818,-87.682084152,"(41.928235818, -87.682084152)"
10704335,HZ460229,10/04/2016 05:15:00 AM,006XX S CENTRAL AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,HOSPITAL BUILDING/GROUNDS,true,false,1522,015,29,25,08B,1139153,1896560,2016,10/11/2016 03:51:41 PM,41.872274452,-87.764581664,"(41.872274452, -87.764581664)"
10704320,HZ460235,10/04/2016 05:20:00 AM,056XX W LAKE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1512,015,29,25,08B,1138389,1902211,2016,10/11/2016 03:51:41 PM,41.887795397,-87.767249835,"(41.887795397, -87.767249835)"
10704582,HZ460491,10/04/2016 05:30:00 AM,039XX W GRENSHAW ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1132,011,24,29,03,1150287,1894750,2016,10/11/2016 03:51:41 PM,41.867097885,-87.723750713,"(41.867097885, -87.723750713)"
10704402,HZ460231,10/04/2016 05:41:00 AM,075XX S ABERDEEN ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),true,false,0612,006,17,71,04B,1170289,1854846,2016,10/11/2016 03:51:41 PM,41.757183953,-87.651483119,"(41.757183953, -87.651483119)"
10704825,HZ460982,10/04/2016 05:45:00 AM,053XX S BISHOP ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0934,009,16,61,05,1167574,1869324,2016,10/11/2016 03:51:41 PM,41.796972029,-87.661018359,"(41.796972029, -87.661018359)"
10706517,HZ463064,10/04/2016 06:00:00 AM,066XX S KENWOOD AVE,0810,THEFT,OVER $500,VACANT LOT/LAND,false,false,0321,003,5,42,06,1186210,1861206,2016,10/11/2016 03:51:41 PM,41.774275286,-87.592935051,"(41.774275286, -87.592935051)"
10705181,HZ461486,10/04/2016 06:00:00 AM,040XX N HERMITAGE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1912,019,47,6,05,1164072,1926963,2016,10/11/2016 03:51:41 PM,41.955212794,-87.672232554,"(41.955212794, -87.672232554)"
10705033,HZ461292,10/04/2016 06:00:00 AM,009XX W 68TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0723,007,17,68,14,1171374,1859748,2016,10/11/2016 03:51:41 PM,41.770611985,-87.6473635,"(41.770611985, -87.6473635)"
10704848,HZ461091,10/04/2016 06:00:00 AM,072XX S TALMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0831,008,18,66,14,1159960,1856543,2016,10/11/2016 03:51:41 PM,41.762059191,-87.689290929,"(41.762059191, -87.689290929)"
10704626,HZ460765,10/04/2016 06:00:00 AM,075XX S ESSEX AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0421,004,7,43,08A,1194174,1855423,2016,10/11/2016 03:51:41 PM,41.758214458,-87.563930637,"(41.758214458, -87.563930637)"
10704454,HZ460410,10/04/2016 06:00:00 AM,048XX S KILPATRICK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0815,008,23,56,07,1145845,1872042,2016,10/11/2016 03:51:41 PM,41.80486936,-87.740633293,"(41.80486936, -87.740633293)"
10704276,HZ460249,10/04/2016 06:00:00 AM,026XX W FRANCIS PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,true,1431,014,1,22,08B,1158345,1914046,2016,10/11/2016 03:51:41 PM,41.919886985,-87.693640443,"(41.919886985, -87.693640443)"
10704835,HZ461034,10/04/2016 06:10:00 AM,016XX N TRIPP AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2534,025,30,23,05,1147803,1910549,2016,10/11/2016 03:51:41 PM,41.910500128,-87.732463754,"(41.910500128, -87.732463754)"
10704207,HZ460256,10/04/2016 06:10:00 AM,011XX N CLARK ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,true,false,1824,018,42,8,06,1175324,1908199,2016,10/11/2016 03:51:41 PM,41.903478069,-87.631433102,"(41.903478069, -87.631433102)"
10704997,HZ461287,10/04/2016 06:15:00 AM,083XX S CARPENTER ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0613,006,21,71,05,1170770,1849485,2016,10/11/2016 03:51:41 PM,41.742462184,-87.649876395,"(41.742462184, -87.649876395)"
10707199,HZ463070,10/04/2016 06:30:00 AM,020XX N ASHLAND AVE,0820,THEFT,$500 AND UNDER,OTHER RAILROAD PROP / TRAIN DEPOT,false,false,1432,014,32,22,06,1165328,1913443,2016,10/11/2016 03:51:41 PM,41.918086514,-87.668001006,"(41.918086514, -87.668001006)"
10706043,HZ462603,10/04/2016 06:30:00 AM,022XX N LA CROSSE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2522,025,31,19,06,1143695,1914425,2016,10/11/2016 03:51:41 PM,41.921214257,-87.747457898,"(41.921214257, -87.747457898)"
10704708,HZ460776,10/04/2016 06:30:00 AM,022XX W DIVISION ST,0810,THEFT,OVER $500,STREET,false,false,1212,012,32,24,06,1161104,1907941,2016,10/11/2016 03:51:41 PM,41.903077492,-87.683673325,"(41.903077492, -87.683673325)"
10704495,HZ460275,10/04/2016 06:30:00 AM,025XX S MICHIGAN AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,HOSPITAL BUILDING/GROUNDS,true,false,0133,001,2,33,08B,1177647,1887564,2016,10/11/2016 03:51:41 PM,41.846801978,-87.623527134,"(41.846801978, -87.623527134)"
10704341,HZ460451,10/04/2016 06:30:00 AM,014XX E 61ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0314,003,20,42,14,1186919,1864510,2016,10/11/2016 03:51:41 PM,41.783324957,-87.590231358,"(41.783324957, -87.590231358)"
10704324,HZ460259,10/04/2016 06:30:00 AM,035XX S GILES AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0212,002,2,35,03,1178840,1881672,2016,10/11/2016 03:51:41 PM,41.830606764,-87.619328659,"(41.830606764, -87.619328659)"
10704191,HZ460255,10/04/2016 06:30:00 AM,093XX S JEFFERY AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,CTA BUS,false,false,0413,004,8,48,04A,1191140,1843533,2016,10/11/2016 03:51:41 PM,41.725661136,-87.575433532,"(41.725661136, -87.575433532)"
10704319,HZ460287,10/04/2016 06:36:00 AM,036XX W LEXINGTON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENTIAL YARD (FRONT/BACK),true,false,1133,011,24,27,18,1152237,1896453,2016,10/11/2016 03:51:41 PM,41.871732887,-87.716547025,"(41.871732887, -87.716547025)"
10704563,HZ460295,10/04/2016 06:40:00 AM,080XX S RHODES AVE,0810,THEFT,OVER $500,APARTMENT,false,false,0631,006,6,44,06,1181302,1851759,2016,10/11/2016 03:51:41 PM,41.748466275,-87.611217409,"(41.748466275, -87.611217409)"
10704968,HZ461247,10/04/2016 06:45:00 AM,093XX S THROOP ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,2222,022,21,73,14,1169301,1842813,2016,10/11/2016 03:51:41 PM,41.724185147,-87.655451361,"(41.724185147, -87.655451361)"
10721589,HZ480273,10/04/2016 06:48:00 AM,019XX W MELROSE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,1922,019,32,5,11,1162928,1921595,2016,10/24/2016 03:58:06 PM,41.940506859,-87.676589316,"(41.940506859, -87.676589316)"
10704264,HZ460359,10/04/2016 07:00:00 AM,014XX N CENTRAL AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,ALLEY,true,false,2532,025,37,25,07,1138739,1908938,2016,10/31/2016 03:47:31 PM,41.906248769,-87.765801087,"(41.906248769, -87.765801087)"
10712466,HZ470090,10/04/2016 07:00:00 AM,005XX N MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,false,false,1834,018,42,8,11,1177337,1904035,2016,10/13/2016 03:44:32 PM,41.892006423,-87.624165427,"(41.892006423, -87.624165427)"
10710627,HZ468256,10/04/2016 07:00:00 AM,087XX W BRYN MAWR AVE,1120,DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE,false,false,1614,016,41,76,10,1116970,1936031,2016,10/13/2016 03:44:32 PM,41.980963017,-87.845202105,"(41.980963017, -87.845202105)"
10708938,HZ465983,10/04/2016 07:00:00 AM,017XX N ROCKWELL ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1421,014,1,24,05,1158767,1911380,2016,10/11/2016 03:51:41 PM,41.912562629,-87.692163175,"(41.912562629, -87.692163175)"
10706345,HZ462605,10/04/2016 07:00:00 AM,030XX N HARLEM AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,2511,025,36,18,06,1127552,1919503,2016,10/11/2016 03:51:41 PM,41.935436255,-87.806657661,"(41.935436255, -87.806657661)"
10704443,HZ460351,10/04/2016 07:00:00 AM,008XX E 87TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0632,006,8,44,08B,1183448,1847145,2016,10/11/2016 03:51:41 PM,41.735755265,-87.603497191,"(41.735755265, -87.603497191)"
10704246,HZ460283,10/04/2016 07:00:00 AM,003XX N PINE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,1523,015,28,25,26,1139436,1901858,2016,10/11/2016 03:51:41 PM,41.886807703,-87.763413465,"(41.886807703, -87.763413465)"
10705666,HZ461081,10/04/2016 07:10:00 AM,067XX S ABERDEEN ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,0724,007,17,68,02,1170141,1860213,2016,10/11/2016 03:51:41 PM,41.7719149,-87.651869687,"(41.7719149, -87.651869687)"
10706884,HZ463471,10/04/2016 07:15:00 AM,050XX N LARAMIE AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,1623,016,45,11,06,1140791,1932993,2016,10/11/2016 03:51:41 PM,41.972220564,-87.75766982,"(41.972220564, -87.75766982)"
10705288,HZ460482,10/04/2016 07:30:00 AM,015XX N CLYBOURN AVE,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,1822,018,27,8,08A,1171143,1910146,2016,10/11/2016 03:51:41 PM,41.908913592,-87.646733464,"(41.908913592, -87.646733464)"
10707296,HZ464208,10/04/2016 07:39:00 AM,030XX N CENTRAL PARK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,2523,025,35,21,26,1151861,1919973,2016,10/11/2016 03:51:41 PM,41.936281421,-87.717307375,"(41.936281421, -87.717307375)"
10704286,HZ460304,10/04/2016 07:39:00 AM,007XX E 79TH ST,0560,ASSAULT,SIMPLE,CTA BUS,false,false,0624,006,6,44,08A,1182847,1852798,2016,10/11/2016 03:51:41 PM,41.751281681,-87.605523842,"(41.751281681, -87.605523842)"
10706494,HZ460303,10/04/2016 07:40:00 AM,071XX S WOLCOTT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0735,007,17,67,08B,1164925,1857236,2016,10/11/2016 03:51:41 PM,41.76385743,-87.671073961,"(41.76385743, -87.671073961)"
10704444,HZ460286,10/04/2016 07:40:00 AM,081XX S INGLESIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0631,006,8,44,08B,1183979,1851235,2016,10/11/2016 03:51:41 PM,41.746966294,-87.601424385,"(41.746966294, -87.601424385)"
10704330,HZ460390,10/04/2016 07:45:00 AM,013XX N PULASKI RD,1570,SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK,false,false,2534,025,27,23,17,1149466,1908864,2016,10/11/2016 03:51:41 PM,41.905844192,-87.726398267,"(41.905844192, -87.726398267)"
10704305,HZ460309,10/04/2016 07:48:00 AM,032XX W DOUGLAS BLVD,1360,CRIMINAL TRESPASS,TO VEHICLE,ALLEY,true,false,1022,010,24,29,26,1154792,1893268,2016,10/11/2016 03:51:41 PM,41.862942142,-87.707251827,"(41.862942142, -87.707251827)"
10705661,HZ460858,10/04/2016 07:50:00 AM,027XX W EVERGREEN AVE,0460,BATTERY,SIMPLE,STREET,false,false,1423,014,26,24,08B,1157815,1908863,2016,10/11/2016 03:51:41 PM,41.905675251,-87.69572932,"(41.905675251, -87.69572932)"
10704421,HZ460335,10/04/2016 07:50:00 AM,0000X E 95TH ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,PARK PROPERTY,true,true,0511,005,6,49,04B,1178532,1842005,2016,10/11/2016 03:51:41 PM,41.721763443,-87.621663126,"(41.721763443, -87.621663126)"
22824,HZ460302,10/04/2016 07:59:00 AM,092XX S BISHOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2222,022,21,73,01A,1168288,1843486,2016,10/11/2016 03:51:41 PM,41.72605379,-87.659142645,"(41.72605379, -87.659142645)"
10711454,HZ469441,10/04/2016 08:00:00 AM,049XX W OHIO ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1532,015,37,25,05,1143392,1903541,2016,10/13/2016 03:44:32 PM,41.891353038,-87.748843696,"(41.891353038, -87.748843696)"
10710030,HZ466563,10/04/2016 08:00:00 AM,077XX S CORNELL AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,0414,004,8,43,06,1188578,1854067,2016,10/13/2016 03:44:32 PM,41.754628982,-87.584482356,"(41.754628982, -87.584482356)"
10705301,HZ460707,10/04/2016 08:00:00 AM,023XX S KEDZIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1024,010,24,30,07,1155391,1888373,2016,10/11/2016 03:51:41 PM,41.849497705,-87.705184405,"(41.849497705, -87.705184405)"
10704899,HZ461166,10/04/2016 08:00:00 AM,033XX N KOSTNER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1731,017,31,16,07,1146461,1921791,2016,10/11/2016 03:51:41 PM,41.941374937,-87.737106639,"(41.941374937, -87.737106639)"
10704867,HZ461164,10/04/2016 08:00:00 AM,004XX W 102ND PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2232,022,9,73,14,1175135,1836946,2016,10/11/2016 03:51:41 PM,41.707957225,-87.634256157,"(41.707957225, -87.634256157)"
10704795,HZ460943,10/04/2016 08:00:00 AM,019XX W KINZIE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1221,012,27,24,06,1163601,1902741,2016,10/11/2016 03:51:41 PM,41.888756037,-87.674648003,"(41.888756037, -87.674648003)"
10704740,HZ460792,10/04/2016 08:00:00 AM,072XX S CRANDON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0333,003,5,43,05,1192797,1857503,2016,10/11/2016 03:51:41 PM,41.763955825,-87.568909373,"(41.763955825, -87.568909373)"
10704468,HZ460535,10/04/2016 08:00:00 AM,044XX S WESTERN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0922,009,12,58,03,1161107,1875272,2016,10/11/2016 03:51:41 PM,41.813430434,-87.684569035,"(41.813430434, -87.684569035)"
10704340,HZ460373,10/04/2016 08:00:00 AM,053XX W FERDINAND ST,0810,THEFT,OVER $500,STREET,false,false,1523,015,37,25,06,1140603,1902632,2016,10/11/2016 03:51:41 PM,41.888910307,-87.75910885,"(41.888910307, -87.75910885)"
10704251,HZ460317,10/04/2016 08:00:00 AM,008XX N WALLER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1511,015,29,25,08B,1138207,1905010,2016,10/11/2016 03:51:41 PM,41.8954795,-87.767850466,"(41.8954795, -87.767850466)"
10705339,HZ460333,10/04/2016 08:08:00 AM,039XX N KOSTNER AVE,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,1731,017,38,16,08A,1146180,1925918,2016,10/11/2016 03:51:41 PM,41.952705135,-87.738034085,"(41.952705135, -87.738034085)"
10704293,HZ460334,10/04/2016 08:09:00 AM,014XX E MARQUETTE RD,0820,THEFT,$500 AND UNDER,STREET,false,false,0321,003,20,42,06,1186886,1861526,2016,10/11/2016 03:51:41 PM,41.775137396,-87.590446859,"(41.775137396, -87.590446859)"
10706096,HZ461835,10/04/2016 08:10:00 AM,024XX N ASHLAND AVE,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,1931,019,32,7,06,1165266,1916100,2016,10/11/2016 03:51:41 PM,41.925378803,-87.668153074,"(41.925378803, -87.668153074)"
10704576,HZ460678,10/04/2016 08:10:00 AM,099XX S AVENUE H,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,0432,004,10,52,08A,1202797,1839847,2016,10/11/2016 03:51:41 PM,41.715256909,-87.532859912,"(41.715256909, -87.532859912)"
10704310,HZ460400,10/04/2016 08:10:00 AM,003XX W MARQUETTE RD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,false,false,0722,007,6,68,11,1175386,1860530,2016,10/11/2016 03:51:41 PM,41.77266913,-87.632633776,"(41.77266913, -87.632633776)"
10704301,HZ460340,10/04/2016 08:10:00 AM,016XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1434,014,32,24,06,1162627,1910739,2016,10/11/2016 03:51:41 PM,41.910723622,-87.67800053,"(41.910723622, -87.67800053)"
10704577,HZ460379,10/04/2016 08:24:00 AM,039XX W GRENSHAW ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,false,false,1132,011,24,29,15,1150239,1894749,2016,10/11/2016 03:51:41 PM,41.867096076,-87.723926955,"(41.867096076, -87.723926955)"
10705111,HZ461038,10/04/2016 08:30:00 AM,021XX W OGDEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,GOVERNMENT BUILDING/PROPERTY,false,false,1225,012,25,28,14,1162310,1895938,2016,10/11/2016 03:51:41 PM,41.870115108,-87.679579343,"(41.870115108, -87.679579343)"
10705066,HZ461225,10/04/2016 08:30:00 AM,005XX W WRIGHTWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1935,019,43,7,05,1172349,1918009,2016,10/11/2016 03:51:41 PM,41.930463456,-87.642070388,"(41.930463456, -87.642070388)"
10705015,HZ461143,10/04/2016 08:30:00 AM,009XX W 88TH ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,2222,022,21,71,08B,1171679,1846485,2016,10/11/2016 03:51:41 PM,41.734209915,-87.646633525,"(41.734209915, -87.646633525)"
10704617,HZ460546,10/04/2016 08:30:00 AM,041XX W CORTLAND ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,2534,025,30,20,18,1148329,1912300,2016,10/11/2016 03:51:41 PM,41.915294916,-87.730486198,"(41.915294916, -87.730486198)"
10704416,HZ460467,10/04/2016 08:30:00 AM,028XX N OAK PARK AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",true,false,2511,025,36,18,24,1130600,1918123,2016,10/11/2016 03:51:41 PM,41.931597441,-87.79548768,"(41.931597441, -87.79548768)"
10704371,HZ460403,10/04/2016 08:30:00 AM,098XX S VAN VLISSINGEN RD,0320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,false,false,0431,004,7,51,03,1191147,1840342,2016,10/11/2016 03:51:41 PM,41.71690454,-87.575510784,"(41.71690454, -87.575510784)"
10704359,HZ460429,10/04/2016 08:30:00 AM,091XX S WALLACE ST,1360,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,2223,022,21,73,26,1173907,1844275,2016,10/11/2016 03:51:41 PM,41.728096306,-87.63853654,"(41.728096306, -87.63853654)"
10704296,HZ460388,10/04/2016 08:30:00 AM,025XX W 65TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0832,008,15,66,08A,1160373,1861465,2016,10/11/2016 03:51:41 PM,41.775557376,-87.687641794,"(41.775557376, -87.687641794)"
10704987,HZ461306,10/04/2016 08:35:00 AM,031XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,0912,009,11,59,06,1166183,1883676,2016,10/11/2016 03:51:41 PM,41.836385231,-87.66571041,"(41.836385231, -87.66571041)"
10704313,HZ460415,10/04/2016 08:35:00 AM,010XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,STREET,false,false,1213,012,27,24,08B,1167266,1906830,2016,10/11/2016 03:51:41 PM,41.899898549,-87.661071135,"(41.899898549, -87.661071135)"
10705458,HZ460565,10/04/2016 08:40:00 AM,032XX N NOTTINGHAM AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1632,016,36,17,14,1128189,1920693,2016,10/11/2016 03:51:41 PM,41.938690997,-87.804289612,"(41.938690997, -87.804289612)"
10704418,HZ460358,10/04/2016 08:40:00 AM,017XX W 50TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,0931,009,16,61,08B,1165747,1871548,2016,10/11/2016 03:51:41 PM,41.803113964,-87.667655026,"(41.803113964, -87.667655026)"
10704455,HZ460490,10/04/2016 08:45:00 AM,077XX S BURNHAM AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0421,004,7,43,08B,1196066,1854156,2016,10/11/2016 03:51:41 PM,41.754691074,-87.557038686,"(41.754691074, -87.557038686)"
10704284,HZ460365,10/04/2016 08:56:00 AM,002XX E CHESTNUT ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,1833,018,42,8,11,1178637,1906397,2016,10/11/2016 03:51:41 PM,41.898458275,-87.619318967,"(41.898458275, -87.619318967)"
10730513,HZ489777,10/04/2016 09:00:00 AM,002XX W MERCHANDISE MART PLZ,0890,THEFT,FROM BUILDING,OTHER,false,false,1831,018,42,8,06,1174456,1902539,2016,10/31/2016 03:47:31 PM,41.887966168,-87.634790696,"(41.887966168, -87.634790696)"
10729623,HZ488930,10/04/2016 09:00:00 AM,004XX E 33RD ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0211,002,4,35,05,1179504,1883151,2016,10/27/2016 03:51:06 PM,41.834650079,-87.616847182,"(41.834650079, -87.616847182)"
10706674,HZ463179,10/04/2016 09:00:00 AM,017XX E 72ND ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0324,003,5,43,11,1189259,1857588,2016,10/11/2016 03:51:41 PM,41.76427462,-87.58187402,"(41.76427462, -87.58187402)"
10706544,HZ460406,10/04/2016 09:00:00 AM,087XX S CLYDE AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,false,true,0412,004,8,48,04B,1191689,1847562,2016,10/11/2016 03:51:41 PM,41.736703815,-87.573292232,"(41.736703815, -87.573292232)"
10705879,HZ462363,10/04/2016 09:00:00 AM,011XX S HAMILTON AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1225,012,2,28,08A,1162121,1895023,2016,10/11/2016 03:51:41 PM,41.867608211,-87.680298775,"(41.867608211, -87.680298775)"
