ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10701469,HZ456869,10/01/2016 02:00:00 AM,033XX N HALSTED ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,false,false,1925,019,44,6,06,1170327,1922606,2016,10/08/2016 03:46:57 PM,41.943122315,-87.649365938,"(41.943122315, -87.649365938)"
10701410,HZ456809,10/01/2016 02:00:00 AM,028XX W 55TH ST,0610,BURGLARY,FORCIBLE ENTRY,APPLIANCE STORE,false,false,0923,009,14,63,05,1158485,1868055,2016,10/08/2016 03:46:57 PM,41.793679954,-87.694383526,"(41.793679954, -87.694383526)"
10701285,HZ456827,10/01/2016 02:00:00 AM,064XX S WASHTENAW AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0825,008,15,66,06,1159483,1861882,2016,10/08/2016 03:46:57 PM,41.776719974,-87.690893041,"(41.776719974, -87.690893041)"
10701201,HZ456705,10/01/2016 02:00:00 AM,036XX W 69TH PL,0810,THEFT,OVER $500,RESIDENCE,false,false,0833,008,13,65,06,1153281,1858278,2016,10/08/2016 03:46:57 PM,41.766954926,-87.713724731,"(41.766954926, -87.713724731)"
10701145,HZ456564,10/01/2016 02:00:00 AM,080XX S ST LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0631,006,6,44,08B,1181630,1851844,2016,10/08/2016 03:46:57 PM,41.748691964,-87.610012896,"(41.748691964, -87.610012896)"
10701125,HZ456607,10/01/2016 02:00:00 AM,042XX W 26TH ST,0810,THEFT,OVER $500,STREET,false,false,1013,010,22,30,06,1148442,1886380,2016,10/08/2016 03:46:57 PM,41.844165307,-87.730739666,"(41.844165307, -87.730739666)"
10701066,HZ456566,10/01/2016 02:00:00 AM,038XX N SACRAMENTO AVE,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,1733,017,33,16,08A,1155701,1925393,2016,10/08/2016 03:46:57 PM,41.95107769,-87.703048451,"(41.95107769, -87.703048451)"
10701106,HZ456576,10/01/2016 02:10:00 AM,031XX W 16TH ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,false,true,1022,010,24,29,04B,1155741,1891876,2016,10/08/2016 03:46:57 PM,41.859103298,-87.703805597,"(41.859103298, -87.703805597)"
10702448,HZ458456,10/01/2016 02:15:00 AM,0000X W DIVISION ST,0810,THEFT,OVER $500,TAVERN/LIQUOR STORE,false,false,1824,018,42,8,06,1175939,1908370,2016,10/08/2016 03:46:57 PM,41.90393347,-87.629168941,"(41.90393347, -87.629168941)"
10701097,HZ456583,10/01/2016 02:23:00 AM,065XX W ARCHER AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,SMALL RETAIL STORE,false,false,0811,008,23,56,03,1133495,1867366,2016,10/08/2016 03:46:57 PM,41.792262351,-87.786037883,"(41.792262351, -87.786037883)"
10701115,HZ456586,10/01/2016 02:25:00 AM,011XX N DEARBORN ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,false,false,1824,018,42,8,10,1175729,1907967,2016,10/08/2016 03:46:57 PM,41.902832347,-87.629952452,"(41.902832347, -87.629952452)"
10705585,HZ459272,10/01/2016 02:30:00 AM,048XX S PRINCETON AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,true,true,0935,009,3,37,26,1175111,1872622,2016,10/11/2016 03:49:32 PM,41.805856982,-87.633280922,"(41.805856982, -87.633280922)"
10702084,HZ457932,10/01/2016 02:30:00 AM,041XX W 26TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1031,010,22,30,08B,1148998,1886396,2016,10/08/2016 03:46:57 PM,41.84419849,-87.728698811,"(41.84419849, -87.728698811)"
10701244,HZ456695,10/01/2016 02:30:00 AM,018XX S CENTRAL PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,1014,010,24,29,14,1152668,1890649,2016,10/08/2016 03:46:57 PM,41.855797543,-87.715118088,"(41.855797543, -87.715118088)"
10701223,HZ456674,10/01/2016 02:30:00 AM,010XX N LAKE SHORE DR SB,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1824,018,42,8,03,1178257,1907400,2016,10/08/2016 03:46:57 PM,41.90121922,-87.620684061,"(41.90121922, -87.620684061)"
22819,HZ456531,10/01/2016 02:38:00 AM,007XX E 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0624,006,6,69,01A,1182501,1852786,2016,10/08/2016 03:46:57 PM,41.751256776,-87.606792121,"(41.751256776, -87.606792121)"
10701111,HZ456593,10/01/2016 02:40:00 AM,047XX S HONORE ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,0931,009,20,61,24,1164813,1873354,2016,10/08/2016 03:46:57 PM,41.80808964,-87.671029406,"(41.80808964, -87.671029406)"
10701108,HZ456591,10/01/2016 02:40:00 AM,093XX S LAFLIN ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,2221,022,21,73,08A,1167975,1842731,2016,10/08/2016 03:46:57 PM,41.723988678,-87.660310811,"(41.723988678, -87.660310811)"
10701107,HZ456582,10/01/2016 02:43:00 AM,036XX N OZANAM AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1631,016,36,17,08B,1123432,1923230,2016,10/08/2016 03:46:57 PM,41.945732073,-87.821717495,"(41.945732073, -87.821717495)"
10701238,HZ456634,10/01/2016 02:45:00 AM,015XX N WESTERN AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,1424,014,1,24,08B,1160130,1910162,2016,10/08/2016 03:46:57 PM,41.909192275,-87.687189569,"(41.909192275, -87.687189569)"
10701132,HZ456585,10/01/2016 02:45:00 AM,003XX S CALIFORNIA AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,false,true,1124,011,2,27,04B,1157771,1898372,2016,10/08/2016 03:46:57 PM,41.876887897,-87.696177112,"(41.876887897, -87.696177112)"
10701999,HZ456584,10/01/2016 02:50:00 AM,015XX N DAMEN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1424,014,1,24,03,1162794,1909952,2016,10/08/2016 03:46:57 PM,41.908560535,-87.677409143,"(41.908560535, -87.677409143)"
10701213,HZ456612,10/01/2016 02:50:00 AM,071XX S VINCENNES AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0731,007,6,69,04B,1176545,1857483,2016,10/08/2016 03:46:57 PM,41.764281833,-87.628476756,"(41.764281833, -87.628476756)"
10701249,HZ456761,10/01/2016 03:00:00 AM,087XX S BURLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,true,false,0424,004,7,46,14,1199185,1847674,2016,10/12/2016 03:47:21 PM,41.736826212,-87.545826145,"(41.736826212, -87.545826145)"
10706073,HZ462351,10/01/2016 03:00:00 AM,001XX S LAFLIN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1224,012,2,28,14,1166428,1899343,2016,10/10/2016 03:46:16 PM,41.879371647,-87.664363503,"(41.879371647, -87.664363503)"
10704600,HZ457915,10/01/2016 03:00:00 AM,061XX S ST LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0313,003,20,42,08B,,,2016,10/08/2016 03:46:57 PM,,,
10702982,HZ459014,10/01/2016 03:00:00 AM,013XX N LARAMIE AVE,0810,THEFT,OVER $500,ALLEY,false,false,2532,025,37,25,06,1141458,1908351,2016,10/08/2016 03:46:57 PM,41.904588175,-87.755827545,"(41.904588175, -87.755827545)"
10701812,HZ457515,10/01/2016 03:00:00 AM,0000X E BELLEVUE PL,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1824,018,42,8,06,1176570,1907518,2016,10/08/2016 03:46:57 PM,41.901581306,-87.626876922,"(41.901581306, -87.626876922)"
10701802,HZ457518,10/01/2016 03:00:00 AM,0000X E BELLEVUE PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,1824,018,42,8,11,1176570,1907518,2016,10/08/2016 03:46:57 PM,41.901581306,-87.626876922,"(41.901581306, -87.626876922)"
10701291,HZ456803,10/01/2016 03:00:00 AM,012XX N MILWAUKEE AVE,0810,THEFT,OVER $500,STREET,false,false,1424,014,1,24,06,1165115,1908644,2016,10/08/2016 03:46:57 PM,41.904922274,-87.66892016,"(41.904922274, -87.66892016)"
10701178,HZ456655,10/01/2016 03:00:00 AM,090XX S COLFAX AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0423,004,7,48,06,1195069,1845497,2016,10/08/2016 03:46:57 PM,41.730954699,-87.560977129,"(41.730954699, -87.560977129)"
10701129,HZ456598,10/01/2016 03:00:00 AM,040XX E 134TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0433,004,10,55,14,1204544,1816604,2016,10/08/2016 03:46:57 PM,41.651431329,-87.527258234,"(41.651431329, -87.527258234)"
10701101,HZ456589,10/01/2016 03:00:00 AM,091XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0633,006,8,44,08B,1183159,1844632,2016,10/08/2016 03:46:57 PM,41.728866026,-87.604633913,"(41.728866026, -87.604633913)"
10701114,HZ456609,10/01/2016 03:01:00 AM,003XX E 63RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA GARAGE / OTHER PROPERTY,false,false,0312,003,20,69,14,1179262,1863302,2016,10/08/2016 03:46:57 PM,41.780188244,-87.618341034,"(41.780188244, -87.618341034)"
10701152,HZ456595,10/01/2016 03:09:00 AM,068XX S EMERALD AVE,041A,BATTERY,AGGRAVATED: HANDGUN,APARTMENT,false,false,0723,007,6,68,04B,1172512,1859616,2016,10/08/2016 03:46:57 PM,41.770224778,-87.643195928,"(41.770224778, -87.643195928)"
10701157,HZ456605,10/01/2016 03:10:00 AM,054XX S DAMEN AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0932,009,16,61,04B,1163955,1868373,2016,10/08/2016 03:46:57 PM,41.794439271,-87.674316413,"(41.794439271, -87.674316413)"
10701141,HZ456604,10/01/2016 03:10:00 AM,006XX N LA SALLE DR,0870,THEFT,POCKET-PICKING,GAS STATION,false,false,1832,018,42,8,06,1175023,1904549,2016,10/08/2016 03:46:57 PM,41.893469034,-87.632648229,"(41.893469034, -87.632648229)"
10701548,HZ457202,10/01/2016 03:15:00 AM,040XX E 134TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,0433,004,10,55,08B,1204544,1816604,2016,10/08/2016 03:46:57 PM,41.651431329,-87.527258234,"(41.651431329, -87.527258234)"
10701147,HZ456617,10/01/2016 03:20:00 AM,053XX S LAFLIN ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0934,009,16,61,05,1167241,1869370,2016,10/08/2016 03:46:57 PM,41.797105399,-87.662238192,"(41.797105399, -87.662238192)"
10701090,HZ456577,10/01/2016 03:20:00 AM,012XX N HALSTED ST,0860,THEFT,RETAIL THEFT,GAS STATION,false,false,1822,018,32,8,06,1170779,1908521,2016,10/08/2016 03:46:57 PM,41.904462488,-87.648118305,"(41.904462488, -87.648118305)"
10701156,HZ456603,10/01/2016 03:28:00 AM,0000X E 110TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0513,005,9,49,14,1178369,1831868,2016,10/08/2016 03:46:57 PM,41.693949825,-87.622566634,"(41.693949825, -87.622566634)"
10701146,HZ456611,10/01/2016 03:40:00 AM,006XX E 87TH ST,0460,BATTERY,SIMPLE,STREET,false,false,0632,006,6,44,08B,1173708,1847115,2016,10/08/2016 03:46:57 PM,41.735894055,-87.63918161,"(41.735894055, -87.63918161)"
10701119,HZ456610,10/01/2016 03:40:00 AM,032XX N WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1921,019,32,5,14,1159801,1921613,2016,10/08/2016 03:46:57 PM,41.940621416,-87.688081625,"(41.940621416, -87.688081625)"
10738073,HZ496670,10/01/2016 04:00:00 AM,032XX N HALSTED ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1925,019,44,6,08B,,,2016,11/02/2016 03:49:50 PM,,,
10703163,HZ459108,10/01/2016 04:00:00 AM,042XX W HADDON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1111,011,37,23,14,1147832,1907327,2016,10/08/2016 03:46:57 PM,41.901658074,-87.732440134,"(41.901658074, -87.732440134)"
10702839,HZ458046,10/01/2016 04:00:00 AM,069XX S CRANDON AVE,0810,THEFT,OVER $500,APARTMENT,false,false,0331,003,5,43,06,1192522,1859436,2016,10/08/2016 03:46:57 PM,41.769266826,-87.569854405,"(41.769266826, -87.569854405)"
10701310,HZ456845,10/01/2016 04:00:00 AM,010XX W 88TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,2222,022,21,71,06,1170747,1846458,2016,10/08/2016 03:46:57 PM,41.734156178,-87.650048725,"(41.734156178, -87.650048725)"
10701163,HZ456615,10/01/2016 04:00:00 AM,012XX S TROY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,true,false,1022,010,24,29,07,1155554,1894293,2016,10/08/2016 03:46:57 PM,41.865739569,-87.704427025,"(41.865739569, -87.704427025)"
10701269,HZ456626,10/01/2016 04:07:00 AM,002XX W 87TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,0634,006,21,44,05,1176454,1847227,2016,10/08/2016 03:46:57 PM,41.73614018,-87.62911796,"(41.73614018, -87.62911796)"
10701232,HZ456628,10/01/2016 04:15:00 AM,030XX W LOGAN BLVD,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,false,false,1411,014,35,22,08B,1155682,1917134,2016,10/08/2016 03:46:57 PM,41.928414792,-87.703341411,"(41.928414792, -87.703341411)"
10701162,HZ456624,10/01/2016 04:15:00 AM,039XX W 31ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,1031,010,22,30,14,1150413,1883744,2016,10/08/2016 03:46:57 PM,41.836893606,-87.723575057,"(41.836893606, -87.723575057)"
10701120,HZ456622,10/01/2016 04:25:00 AM,048XX S KEELER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0815,008,23,57,08B,1149176,1872263,2016,10/08/2016 03:46:57 PM,41.805412133,-87.728410758,"(41.805412133, -87.728410758)"
10701137,HZ456623,10/01/2016 04:28:00 AM,013XX N LAWNDALE AVE,0330,ROBBERY,AGGRAVATED,STREET,false,false,2535,025,26,23,03,1151459,1908708,2016,10/08/2016 03:46:57 PM,41.905377184,-87.719081319,"(41.905377184, -87.719081319)"
10701860,HZ457596,10/01/2016 04:30:00 AM,016XX N SAWYER AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1422,014,26,23,05,1154334,1910763,2016,10/08/2016 03:46:57 PM,41.910959309,-87.708465448,"(41.910959309, -87.708465448)"
10701338,HZ456890,10/01/2016 04:30:00 AM,076XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0623,006,6,69,14,1178476,1854473,2016,10/08/2016 03:46:57 PM,41.755978419,-87.621490499,"(41.755978419, -87.621490499)"
10701158,HZ456631,10/01/2016 04:41:00 AM,014XX N SPAULDING AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,1422,014,26,23,04B,1154091,1909553,2016,10/08/2016 03:46:57 PM,41.907643816,-87.709390485,"(41.907643816, -87.709390485)"
10731118,HZ490134,10/01/2016 04:48:00 AM,054XX S ASHLAND AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,0932,009,16,61,04B,1166596,1868742,2016,10/31/2016 03:47:31 PM,41.795395886,-87.664621403,"(41.795395886, -87.664621403)"
10701155,HZ456639,10/01/2016 04:48:00 AM,103XX S MICHIGAN AVE,0610,BURGLARY,FORCIBLE ENTRY,DRUG STORE,false,false,0512,005,9,49,05,1178964,1836624,2016,10/08/2016 03:46:57 PM,41.706987456,-87.620244029,"(41.706987456, -87.620244029)"
10701279,HZ456645,10/01/2016 04:51:00 AM,023XX W 99TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,2213,022,19,72,15,1162322,1838923,2016,10/08/2016 03:46:57 PM,41.713658313,-87.681123271,"(41.713658313, -87.681123271)"
10701168,HZ456635,10/01/2016 04:55:00 AM,067XX N BOSWORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2432,024,40,1,08B,1164720,1944784,2016,10/31/2016 03:47:31 PM,42.004100475,-87.66934255,"(42.004100475, -87.66934255)"
10709856,HZ467358,10/01/2016 05:00:00 AM,043XX N LOWELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1722,017,38,16,14,1146445,1928517,2016,10/13/2016 03:44:32 PM,41.959831945,-87.736993439,"(41.959831945, -87.736993439)"
10702386,HZ458394,10/01/2016 05:00:00 AM,047XX W LE MOYNE ST,0810,THEFT,OVER $500,STREET,false,false,2533,025,37,25,06,1144622,1909556,2016,10/08/2016 03:46:57 PM,41.907835786,-87.744174733,"(41.907835786, -87.744174733)"
10702250,HZ458215,10/01/2016 05:00:00 AM,008XX W NORTH AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,1822,018,43,8,06,1170635,1910871,2016,10/08/2016 03:46:57 PM,41.910914175,-87.648578343,"(41.910914175, -87.648578343)"
10701487,HZ457110,10/01/2016 05:00:00 AM,047XX W ADAMS ST,0810,THEFT,OVER $500,STREET,false,false,1113,011,28,25,06,1144893,1898708,2016,10/08/2016 03:46:57 PM,41.878062526,-87.743453177,"(41.878062526, -87.743453177)"
10701227,HZ456729,10/01/2016 05:00:00 AM,079XX S ESSEX AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0422,004,7,46,08A,1194235,1852778,2016,10/08/2016 03:46:57 PM,41.750954875,-87.563793789,"(41.750954875, -87.563793789)"
10701161,HZ456638,10/01/2016 05:00:00 AM,024XX S CALIFORNIA AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,1033,010,12,30,04B,1158076,1887908,2016,10/08/2016 03:46:57 PM,41.848167377,-87.695342755,"(41.848167377, -87.695342755)"
10701153,HZ456641,10/01/2016 05:00:00 AM,088XX S BUFFALO AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0424,004,10,46,08B,1199577,1847039,2016,10/08/2016 03:46:57 PM,41.735073873,-87.544411341,"(41.735073873, -87.544411341)"
10701416,HZ456653,10/01/2016 05:15:00 AM,003XX W 101ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0511,005,9,49,14,1175836,1837625,2016,10/08/2016 03:46:57 PM,41.709804852,-87.631668811,"(41.709804852, -87.631668811)"
10701173,HZ456646,10/01/2016 05:25:00 AM,042XX W AUGUSTA BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1111,011,37,23,08B,1147854,1906328,2016,10/08/2016 03:46:57 PM,41.89891629,-87.732385028,"(41.89891629, -87.732385028)"
10701380,HZ456690,10/01/2016 05:40:00 AM,080XX S RIDGELAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE-GARAGE,false,true,0414,004,8,46,08B,1189372,1852179,2016,10/08/2016 03:46:57 PM,41.749429137,-87.58163308,"(41.749429137, -87.58163308)"
10733088,HZ492321,10/01/2016 06:00:00 AM,027XX W LOGAN BLVD,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,1411,014,35,22,26,1157711,1917173,2016,10/31/2016 03:47:31 PM,41.92848066,-87.695884458,"(41.92848066, -87.695884458)"
10703339,HZ459189,10/01/2016 06:00:00 AM,041XX W WEST END AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1114,011,28,26,06,1148785,1900652,2016,10/08/2016 03:46:57 PM,41.883322789,-87.729112279,"(41.883322789, -87.729112279)"
10702399,HZ458464,10/01/2016 06:00:00 AM,023XX N MEADE AVE,0810,THEFT,OVER $500,STREET,false,false,2512,025,29,19,06,1135352,1914824,2016,10/08/2016 03:46:57 PM,41.922461479,-87.778103058,"(41.922461479, -87.778103058)"
10701647,HZ457384,10/01/2016 06:00:00 AM,037XX W 61ST ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0823,008,13,65,05,1152499,1863900,2016,10/08/2016 03:46:57 PM,41.782397999,-87.716443292,"(41.782397999, -87.716443292)"
10701185,HZ456658,10/01/2016 06:00:00 AM,043XX W 16TH ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1012,010,24,29,06,1147562,1891686,2016,10/08/2016 03:46:57 PM,41.858742554,-87.7338332,"(41.858742554, -87.7338332)"
10702036,HZ457885,10/01/2016 06:15:00 AM,022XX E 89TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0413,004,7,48,14,1192825,1846403,2016,10/08/2016 03:46:57 PM,41.733495808,-87.569168069,"(41.733495808, -87.569168069)"
10701922,HZ456660,10/01/2016 06:15:00 AM,016XX N BELL AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,1434,014,1,24,26,1161107,1910837,2016,10/08/2016 03:46:57 PM,41.911024274,-87.683581728,"(41.911024274, -87.683581728)"
10701329,HZ456831,10/01/2016 06:15:00 AM,018XX N LOTUS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2532,025,37,25,14,1139776,1911614,2016,10/08/2016 03:46:57 PM,41.91357313,-87.76192625,"(41.91357313, -87.76192625)"
10701275,HZ456687,10/01/2016 06:25:00 AM,082XX S DORCHESTER AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0411,004,8,45,05,1186972,1850615,2016,10/08/2016 03:46:57 PM,41.745194568,-87.590477001,"(41.745194568, -87.590477001)"
10701193,HZ456685,10/01/2016 06:25:00 AM,059XX N RIDGE AVE,0820,THEFT,$500 AND UNDER,HOTEL/MOTEL,true,false,2012,020,40,77,06,1164087,1939861,2016,10/08/2016 03:46:57 PM,41.99060508,-87.671811275,"(41.99060508, -87.671811275)"
10701192,HZ456659,10/01/2016 06:30:00 AM,083XX S SAGINAW AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,0423,004,7,46,04A,1195283,1850251,2016,10/08/2016 03:46:57 PM,41.743994801,-87.560036703,"(41.743994801, -87.560036703)"
10701270,HZ456664,10/01/2016 06:42:00 AM,048XX W CORTLAND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2533,025,31,19,08B,1143615,1912190,2016,10/08/2016 03:46:57 PM,41.915082684,-87.747807907,"(41.915082684, -87.747807907)"
10701324,HZ456679,10/01/2016 06:45:00 AM,111XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,2234,022,34,75,08B,1167880,1830959,2016,10/08/2016 03:46:57 PM,41.691686476,-87.660995465,"(41.691686476, -87.660995465)"
10701258,HZ456671,10/01/2016 06:45:00 AM,031XX N ORCHARD ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1934,019,44,6,03,1171040,1921026,2016,10/08/2016 03:46:57 PM,41.938771091,-87.64679184,"(41.938771091, -87.64679184)"
10717579,HZ475249,10/01/2016 07:00:00 AM,029XX N SACRAMENTO AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,1411,014,35,21,06,1155868,1919398,2016,10/20/2016 03:50:02 PM,41.934623625,-87.702596721,"(41.934623625, -87.702596721)"
10708390,HZ465355,10/01/2016 07:00:00 AM,047XX W FULTON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1113,011,28,25,11,1144803,1901373,2016,10/10/2016 03:46:16 PM,41.885377302,-87.743716411,"(41.885377302, -87.743716411)"
10701452,HZ456985,10/01/2016 07:00:00 AM,018XX S CENTRAL PARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1014,010,24,29,07,1152666,1890708,2016,10/08/2016 03:46:57 PM,41.855959485,-87.71512387,"(41.855959485, -87.71512387)"
10701433,HZ456967,10/01/2016 07:00:00 AM,079XX S SOUTH SHORE DR,0810,THEFT,OVER $500,CTA BUS,false,false,0422,004,7,46,06,1198530,1853026,2016,10/08/2016 03:46:57 PM,41.751528912,-87.548046864,"(41.751528912, -87.548046864)"
10701237,HZ456678,10/01/2016 07:00:00 AM,001XX N LOWER WACKER DR,0820,THEFT,$500 AND UNDER,STREET,true,false,0122,001,42,32,06,1173918,1901018,2016,10/08/2016 03:46:57 PM,41.883804454,-87.636811728,"(41.883804454, -87.636811728)"
10701198,HZ456666,10/01/2016 07:00:00 AM,058XX S CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0824,008,16,63,08B,1158708,1865823,2016,10/08/2016 03:46:57 PM,41.787550488,-87.693626695,"(41.787550488, -87.693626695)"
10701188,HZ456683,10/01/2016 07:15:00 AM,050XX W AUGUSTA BLVD,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE-GARAGE,false,false,1531,015,37,25,26,1142351,1906181,2016,10/08/2016 03:46:57 PM,41.898616903,-87.752601219,"(41.898616903, -87.752601219)"
10701857,HZ457573,10/01/2016 07:25:00 AM,025XX S LEAVITT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1034,010,25,31,14,1162112,1886919,2016,10/25/2016 03:49:32 PM,41.845370224,-87.680558,"(41.845370224, -87.680558)"
10713651,HZ470143,10/01/2016 07:25:00 AM,062XX W 63RD PL,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,0812,008,23,64,26,1135974,1861768,2016,10/17/2016 03:49:16 PM,41.776856754,-87.777080364,"(41.776856754, -87.777080364)"
10704173,HZ460266,10/01/2016 07:30:00 AM,031XX W CERMAK RD,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1033,010,24,30,06,1155871,1889212,2016,10/08/2016 03:46:57 PM,41.851790369,-87.703400147,"(41.851790369, -87.703400147)"
10702082,HZ457526,10/01/2016 07:30:00 AM,052XX S DR MARTIN LUTHER KING JR DR,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0231,002,3,40,05,1179816,1870298,2016,10/08/2016 03:46:57 PM,41.799373265,-87.61609603,"(41.799373265, -87.61609603)"
10701336,HZ456859,10/01/2016 07:30:00 AM,010XX N MASSASOIT AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1511,015,29,25,08A,1137830,1906417,2016,10/08/2016 03:46:57 PM,41.899347293,-87.76920114,"(41.899347293, -87.76920114)"
10701260,HZ456723,10/01/2016 07:30:00 AM,074XX W TALCOTT AVE,0482,BATTERY,AGG PRO.EMP:KNIFE/CUTTING INST,HOSPITAL BUILDING/GROUNDS,false,false,1612,016,41,10,04B,1125755,1938877,2016,10/08/2016 03:46:57 PM,41.988630807,-87.812829371,"(41.988630807, -87.812829371)"
