#,Thermostat,identifier,3.15696E+11,,,,,,,,,,,,,,,,,
#,Thermostat,name,My ecobee3,,,,,,,,,,,,,,,,,
#,Start,date,7/9/2016,,,,,,,,,,,,,,,,,
#,End,date,7/11/2016,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Lil'bee (F),Lil'bee2
7/9/2016,0:00:00,cool,compressorCoolStage1On,,Sleep,74,64,75.4,56,66.9,8,300,0,300,,67.9,56,0,75.4,0
7/9/2016,0:05:00,cool,compressorCoolStage1On,,Sleep,74,64,75.2,56,66.9,8,300,0,300,,67.7,56,1,75.2,0
7/9/2016,0:10:00,cool,compressorCoolStage1On,,Sleep,74,64,75,56,66.9,8,300,0,300,,67.6,56,0,75,0
7/9/2016,0:15:00,cool,compressorCoolStage1On,,Sleep,74,64,75,56,66.9,8,300,0,300,,67.5,56,1,75,0
7/9/2016,0:20:00,cool,compressorCoolStage1On,,Sleep,74,64,74.8,56,66.9,8,300,0,300,,67.5,56,1,74.8,0
7/9/2016,0:25:00,cool,compressorCoolStage1On,,Sleep,74,64,74.8,56,66.9,8,300,0,300,,67.5,56,1,74.8,1
7/9/2016,0:30:00,cool,compressorCoolStage1On,,Sleep,74,64,74.8,56,66.5,9,300,0,300,,67.4,56,0,74.8,1
7/9/2016,0:35:00,cool,compressorCoolStage1On,,Sleep,74,64,75,56,66.5,9,300,0,300,,67.3,56,0,75,1
7/9/2016,0:40:00,cool,compressorCoolStage1On,,Sleep,74,64,75.2,55,66.5,9,300,0,300,,67.2,55,0,75.2,0
7/9/2016,0:45:00,cool,compressorCoolStage1On,,Sleep,74,64,75.2,54,66.5,9,300,0,300,,67.1,54,0,75.2,0
7/9/2016,0:50:00,cool,compressorCoolStage1On,,Sleep,74,64,75.2,54,66.5,9,300,0,300,,66.9,54,0,75.2,0
7/9/2016,0:55:00,cool,compressorCoolStage1On,,Sleep,74,64,75.1,54,66.5,9,300,0,300,,66.7,54,0,75.1,0
7/9/2016,1:00:00,cool,compressorCoolStage1On,,Sleep,74,64,75,54,66.1,9,300,0,300,,66.5,54,1,75,0
7/9/2016,1:05:00,cool,compressorCoolStage1On,,Sleep,74,64,74.9,54,66.1,9,300,0,300,,66.4,54,0,74.9,0
7/9/2016,1:10:00,cool,compressorCoolStage1On,,Sleep,74,64,74.8,54,66.1,9,300,0,300,,66.3,54,0,74.8,0
7/9/2016,1:15:00,cool,compressorCoolStage1On,,Sleep,74,64,74.8,54,66.1,9,300,0,300,,66.2,54,0,74.8,0
7/9/2016,1:20:00,cool,compressorCoolStage1On,,Sleep,74,64,74.7,53,66.1,9,300,0,300,,66.1,53,0,74.7,0
7/9/2016,1:25:00,cool,compressorCoolStage1On,,Sleep,74,64,74.5,53,66.1,9,300,0,300,,66,53,0,74.5,0
7/9/2016,1:30:00,cool,compressorCoolStage1On,,Sleep,74,64,74.5,53,66.8,11,300,0,300,,65.8,53,0,74.5,0
7/9/2016,1:35:00,cool,compressorCoolStage1On,,Sleep,74,64,74.5,54,66.8,11,300,0,300,,65.5,54,0,74.5,0
7/9/2016,1:40:00,cool,compressorCoolStage1On,,Sleep,74,64,74.5,53,66.8,11,300,0,300,,65.4,53,0,74.5,0
7/9/2016,1:45:00,cool,compressorCoolStage1On,,Sleep,74,64,74.3,54,66.8,11,300,0,300,,65.3,54,1,74.3,0
7/9/2016,1:50:00,cool,compressorCoolStage1On,,Sleep,74,64,74.1,54,66.8,11,300,0,300,,65.1,54,0,74.1,0
7/9/2016,1:55:00,cool,compressorCoolStage1On,,Sleep,74,64,74.1,54,66.8,11,300,0,300,,65.1,54,0,74.1,0
7/9/2016,2:00:00,cool,compressorCoolStage1On,,Sleep,74,64,74,54,65.9,10,150,0,195,,64.9,54,0,74,0
7/9/2016,2:05:00,cool,compressorCoolOff,,Sleep,74,64,73.9,55,65.9,10,0,0,0,,64.8,55,1,73.9,0
7/9/2016,2:10:00,cool,compressorCoolOff,,Sleep,74,64,73.9,56,65.9,10,0,0,0,,65.2,56,0,73.9,0
7/9/2016,2:15:00,cool,compressorCoolOff,,Sleep,74,64,74,55,65.9,10,0,0,0,,65.5,55,0,74,0
7/9/2016,2:20:00,cool,compressorCoolOff,,Sleep,74,64,74.2,55,65.9,10,0,0,0,,65.8,55,0,74.2,0
7/9/2016,2:25:00,cool,compressorCoolOff,,Sleep,74,64,74.4,55,65.9,10,180,0,180,,65.9,55,1,74.4,0
7/9/2016,2:30:00,cool,compressorCoolStage1On,,Sleep,74,64,74.5,55,65.4,12,300,0,300,,65.8,55,0,74.5,0
7/9/2016,2:35:00,cool,compressorCoolStage1On,,Sleep,74,64,74.2,56,65.4,12,300,0,300,,65.4,56,1,74.2,0
7/9/2016,2:40:00,cool,compressorCoolStage1On,,Sleep,74,64,73.9,56,65.4,12,135,0,180,,65.1,56,0,73.9,0
7/9/2016,2:45:00,cool,compressorCoolOff,,Sleep,74,64,73.9,56,65.4,12,0,0,0,,65,56,0,73.9,0
7/9/2016,2:50:00,cool,compressorCoolOff,,Sleep,74,64,73.9,57,65.4,12,0,0,0,,65.3,57,0,73.9,0
7/9/2016,2:55:00,cool,compressorCoolOff,,Sleep,74,64,74,57,65.4,12,0,0,0,,65.5,57,0,74,0
7/9/2016,3:00:00,cool,compressorCoolOff,,Sleep,74,64,74.2,57,66,12,0,0,0,,65.7,57,0,74.2,0
7/9/2016,3:05:00,cool,compressorCoolOff,,Sleep,74,64,74.3,57,66,12,0,0,0,,65.7,57,0,74.3,0
7/9/2016,3:10:00,cool,compressorCoolOff,,Sleep,74,64,74.3,57,66,12,135,0,135,,65.8,57,1,74.3,0
7/9/2016,3:15:00,cool,compressorCoolStage1On,,Sleep,74,64,74.5,57,66,12,300,0,300,,65.8,57,0,74.5,0
7/9/2016,3:20:00,cool,compressorCoolStage1On,,Sleep,74,64,74.3,57,66,12,300,0,300,,65.5,57,0,74.3,0
7/9/2016,3:25:00,cool,compressorCoolStage1On,,Sleep,74,64,74.1,56,66,12,300,0,300,,65.1,56,0,74.1,0
7/9/2016,3:30:00,cool,compressorCoolStage1On,,Sleep,74,64,74,56,65.1,12,225,0,270,,64.8,56,0,74,0
7/9/2016,3:35:00,cool,compressorCoolOff,,Sleep,74,64,73.7,56,65.1,12,0,0,0,,64.5,56,0,73.7,0
7/9/2016,3:40:00,cool,compressorCoolOff,,Sleep,74,64,73.7,57,65.1,12,0,0,0,,64.7,57,0,73.7,0
7/9/2016,3:45:00,cool,compressorCoolOff,,Sleep,74,64,73.7,57,65.1,12,0,0,0,,64.9,57,0,73.7,0
7/9/2016,3:50:00,cool,compressorCoolOff,,Sleep,74,64,73.9,57,65.1,12,0,0,0,,65.1,57,0,73.9,0
7/9/2016,3:55:00,cool,compressorCoolOff,,Sleep,74,64,73.9,57,65.1,12,0,0,0,,65.3,57,0,73.9,0
7/9/2016,4:00:00,cool,compressorCoolOff,,Sleep,74,64,74.1,58,63.3,9,0,0,0,,65.3,58,0,74.1,0
7/9/2016,4:05:00,cool,compressorCoolOff,,Sleep,74,64,74.1,58,63.3,9,0,0,0,,65.4,58,0,74.1,0
7/9/2016,4:10:00,cool,compressorCoolOff,,Sleep,74,64,74.1,58,63.3,9,0,0,0,,65.5,58,0,74.1,0
7/9/2016,4:15:00,cool,compressorCoolOff,,Sleep,74,64,74.2,58,63.3,9,0,0,0,,65.5,58,0,74.2,0
7/9/2016,4:20:00,cool,compressorCoolOff,,Sleep,74,64,74.3,58,63.3,9,0,0,0,,65.5,58,0,74.3,0
7/9/2016,4:25:00,cool,compressorCoolOff,,Sleep,74,64,74.3,58,63.3,9,0,0,0,,65.4,58,1,74.3,0
7/9/2016,4:30:00,cool,compressorCoolOff,,Sleep,74,64,74.3,59,62.5,6,0,0,0,,65.5,59,1,74.3,0
7/9/2016,4:35:00,cool,compressorCoolOff,,Sleep,74,64,74.4,60,62.5,6,195,0,195,,65.5,60,1,74.4,0
7/9/2016,4:40:00,cool,compressorCoolStage1On,,Sleep,74,64,74.3,59,62.5,6,300,0,300,,65.3,59,0,74.3,0
7/9/2016,4:45:00,cool,compressorCoolStage1On,,Sleep,74,64,74,59,62.5,6,105,0,150,,64.9,59,0,74,0
7/9/2016,4:50:00,cool,compressorCoolOff,,Sleep,74,64,73.8,59,62.5,6,0,0,0,,64.7,59,0,73.8,0
7/9/2016,4:55:00,cool,compressorCoolOff,,Sleep,74,64,73.7,60,62.5,6,0,0,0,,64.7,60,0,73.7,0
7/9/2016,5:00:00,cool,compressorCoolOff,,Sleep,74,64,73.9,60,61.9,8,0,0,0,,64.9,60,1,73.9,0
7/9/2016,5:05:00,cool,compressorCoolOff,,Sleep,74,64,73.9,60,61.9,8,0,0,0,,65.1,60,0,73.9,0
7/9/2016,5:10:00,cool,compressorCoolOff,,Sleep,74,64,74.1,60,61.9,8,0,0,0,,65.1,60,0,74.1,0
7/9/2016,5:15:00,cool,compressorCoolOff,,Sleep,74,64,74.1,60,61.9,8,0,0,0,,65.2,60,0,74.1,0
7/9/2016,5:20:00,cool,compressorCoolOff,,Sleep,74,64,74.1,60,61.9,8,0,0,0,,65.2,60,0,74.1,0
7/9/2016,5:25:00,cool,compressorCoolOff,,Sleep,74,64,74.1,60,61.9,8,0,0,0,,65.2,60,0,74.1,0
7/9/2016,5:30:00,cool,compressorCoolOff,,Sleep,74,64,74.1,60,61.8,6,0,0,0,,65.3,60,1,74.1,0
7/9/2016,5:35:00,cool,compressorCoolOff,,Sleep,74,64,74.1,60,61.8,6,0,0,0,,65.4,60,1,74.1,0
7/9/2016,5:40:00,cool,compressorCoolOff,,Sleep,74,64,74.1,60,61.8,6,0,0,0,,65.3,60,0,74.1,0
7/9/2016,5:45:00,cool,compressorCoolOff,,Sleep,74,64,74.1,61,61.8,6,0,0,0,,65.3,61,0,74.1,0
7/9/2016,5:50:00,cool,compressorCoolOff,,Sleep,74,64,74.3,61,61.8,6,0,0,0,,65.3,61,1,74.3,0
7/9/2016,5:55:00,cool,compressorCoolOff,,Sleep,74,64,74.3,61,61.8,6,0,0,0,,65.3,61,1,74.3,0
7/9/2016,6:00:00,cool,compressorCoolOff,,Sleep,74,64,74.3,61,61.7,5,0,0,0,,65.4,61,0,74.3,0
7/9/2016,6:05:00,cool,compressorCoolOff,,Sleep,74,64,74.3,61,61.7,5,0,0,0,,65.4,61,0,74.3,0
7/9/2016,6:10:00,cool,compressorCoolOff,,Sleep,74,64,74.3,61,61.7,5,0,0,0,,65.4,61,1,74.3,0
7/9/2016,6:15:00,cool,compressorCoolOff,,Sleep,74,64,74.3,61,61.7,5,0,0,0,,65.3,61,0,74.3,0
7/9/2016,6:20:00,cool,compressorCoolOff,,Sleep,74,64,74.3,61,61.7,5,0,0,0,,65.4,61,0,74.3,0
7/9/2016,6:25:00,cool,compressorCoolOff,,Sleep,74,64,74.3,61,61.7,5,0,0,0,,65.4,61,0,74.3,0
7/9/2016,6:30:00,cool,compressorCoolOff,,Sleep,74,64,74.3,61,62.8,8,0,0,0,,65.4,61,0,74.3,0
7/9/2016,6:35:00,cool,compressorCoolOff,,Sleep,74,64,74.3,61,62.8,8,0,0,0,,65.3,61,0,74.3,0
7/9/2016,6:40:00,cool,compressorCoolOff,,Sleep,74,64,74.3,61,62.8,8,0,0,0,,65.3,61,0,74.3,0
7/9/2016,6:45:00,cool,compressorCoolOff,,Sleep,74,64,74.3,62,62.8,8,0,0,0,,65.2,62,0,74.3,0
7/9/2016,6:50:00,cool,compressorCoolOff,,Sleep,74,64,74.3,62,62.8,8,0,0,0,,65.3,62,0,74.3,0
7/9/2016,6:55:00,cool,compressorCoolOff,,Sleep,74,64,74.3,63,62.8,8,0,0,0,,65.3,63,0,74.3,0
7/9/2016,7:00:00,cool,compressorCoolOff,,Sleep,74,64,74.3,63,63.5,10,0,0,0,,65.3,63,0,74.3,0
